Row,Tipo,Parola,Significato,Parti del discorso,Disambiguation,Root,Group,Special Note,Participio Passato Irregolare,Aus.,Prep. Before Next Infinitive,Dizionario
3902,Alta Disponibilità,modellare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/modellare
3903,Fondamentale,modello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/modello
3904,Alto Uso,moderato,,"p.pass., agg., avv., s.m.",,moderare,,,,,,http://dizionario.internazionale.it/parola/moderato
3905,Alto Uso,moderatore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/moderatore
3906,Alto Uso,modernità,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/modernita
3907,Fondamentale,moderno,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/moderno
3908,Alta Disponibilità,modestia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/modestia
3909,Alto Uso,modesto,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/modesto
3910,Alto Uso,modifica,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/modifica
3911,Fondamentale,modificare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/modificare
3912,Alto Uso,modificazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/modificazione
3913,Fondamentale,modo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/modo
3914,Alto Uso,modulo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/modulo
3915,Fondamentale,moglie,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/moglie
3916,Alto Uso,molecola,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/molecola
3917,Alta Disponibilità,molisano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/molisano
3918,Alta Disponibilità,molla,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/molla
3919,Alto Uso,mollare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/mollare
3920,Alta Disponibilità,mollusco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mollusco
3921,Alta Disponibilità,molo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/molo
3922,Alto Uso,moltiplicare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/moltiplicare
3923,Fondamentale,molto,,"agg.indef., pron.indef., avv., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/molto
3924,Fondamentale,momento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/momento
3925,Alta Disponibilità,monaca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/monaca
3926,Alta Disponibilità,monaco,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/monaco
3927,Alta Disponibilità,monarchica,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/monarchica
3928,Fondamentale,mondiale,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/mondiale
3929,Fondamentale,mondo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mondo
3930,Alta Disponibilità,monello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/monello
3931,Fondamentale,moneta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/moneta
3932,Alto Uso,monetario,2,agg.,,,,,,,,http://dizionario.internazionale.it/parola/monetario_2
3933,Alto Uso,monitor,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/monitor
3934,Alto Uso,monologo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/monologo
3935,Alto Uso,montaggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/montaggio
3936,Fondamentale,montagna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/montagna
3937,Alto Uso,montare,,v.intr. e tr.,,,,,,Essere,,http://dizionario.internazionale.it/parola/montare
3938,Fondamentale,monte,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/monte
3939,Alta Disponibilità,montenegrino,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/montenegrino
3940,Alto Uso,monumento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/monumento
3941,Alto Uso,mora,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mora
3942,Fondamentale,morale,1,"agg., s.f., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/morale
3943,Alto Uso,morbido,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/morbido
3944,Alto Uso,mordere,,v.tr.,,,,,Irr PP: morso,,,http://dizionario.internazionale.it/parola/mordere
3945,Fondamentale,morire,,"v.intr., v.tr.",,,,,Irr PP: morto,Essere,,http://dizionario.internazionale.it/parola/morire
3946,Alto Uso,moro,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/moro
3947,Alta Disponibilità,morsicare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/morsicare
3948,Alta Disponibilità,morso,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/morso
3949,Alta Disponibilità,mortadella,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mortadella
3950,Alto Uso,mortale,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/mortale
3951,Fondamentale,morte,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/morte
3952,Fondamentale,morto,,"p.pass., agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/morto
3953,Alto Uso,mosca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mosca
3954,Alta Disponibilità,moscovita,,"agg., s.m. e f.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/moscovita
3955,Alto Uso,mossa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mossa
3956,Alta Disponibilità,mostarda,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mostarda
3957,Fondamentale,mostra,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mostra
3958,Fondamentale,mostrare,,"v.tr., v.intr.",,,,,,,,http://dizionario.internazionale.it/parola/mostrare
3959,Alto Uso,mostro,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mostro
3960,Alta Disponibilità,motel,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/motel
3961,Alto Uso,motivare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/motivare
3962,Alto Uso,motivazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/motivazione
3963,Fondamentale,motivo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/motivo
3964,Fondamentale,moto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/moto
3965,Alto Uso,moto,2,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/moto_2
3966,Alta Disponibilità,motociclismo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/motociclismo
3967,Alta Disponibilità,motociclista,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/motociclista
3968,Fondamentale,motore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/motore
3969,Alto Uso,motorino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/motorino
3970,Alta Disponibilità,motoscafo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/motoscafo
3971,Alta Disponibilità,mousse,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/mousse
3972,Fondamentale,movimento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/movimento
3973,Alta Disponibilità,mozzarella,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mozzarella
3974,Alto Uso,mucca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mucca
3975,Alto Uso,mucchio,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mucchio
3976,Alta Disponibilità,muggire,,v.intr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/muggire
3977,Alta Disponibilità,muggito,,"p.pass., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/muggito
3978,Alta Disponibilità,mugnaio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mugnaio
3979,Alta Disponibilità,mugolare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/mugolare
3980,Alta Disponibilità,mulino,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mulino
3981,Alto Uso,multa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/multa
3982,Alta Disponibilità,multare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/multare
3983,Alto Uso,multinazionale,,"agg., s.f.",,,,,,,,http://dizionario.internazionale.it/parola/multinazionale
3984,Alto Uso,multiplo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/multiplo
3985,Alta Disponibilità,multipresa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/multipresa
3986,Alta Disponibilità,mummia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mummia
3987,Alta Disponibilità,mungere,,v.tr.,,,,,Irr PP: munto,,,http://dizionario.internazionale.it/parola/mungere
3988,Alta Disponibilità,municipio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/municipio
3989,Fondamentale,muovere,,v.tr. e intr.,,,,,Irr PP: mosso,,,http://dizionario.internazionale.it/parola/muovere
3990,Alta Disponibilità,murare,1,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/murare
3991,Alta Disponibilità,muratore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/muratore
3992,Fondamentale,muro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/muro
3993,Alta Disponibilità,muschio,1,"s.m., s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/muschio
3994,Alto Uso,muscolare,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/muscolare
3995,Fondamentale,muscolo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/muscolo
3996,Fondamentale,museo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/museo
3997,Fondamentale,musica,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/musica
3998,Fondamentale,musicale,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/musicale
3999,Alto Uso,musicista,,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/musicista
4000,Alto Uso,muso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/muso
4001,Alto Uso,musulmano,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/musulmano
4002,Alta Disponibilità,muta,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/muta
4003,Alto Uso,mutamento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mutamento
4004,Alto Uso,mutanda,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mutanda
4005,Alta Disponibilità,mutandina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mutandina
4006,Alto Uso,mutare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/mutare
4007,Alto Uso,mutazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/mutazione
4008,Alta Disponibilità,mutilato,,"p.pass., agg., s.m.",,mutilare,,,,,,http://dizionario.internazionale.it/parola/mutilato
4009,Alto Uso,muto,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/muto
4010,Alto Uso,mutuo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/mutuo
4011,Alta Disponibilità,nanna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nanna
4012,Alto Uso,nano,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/nano
4013,Alto Uso,napoletano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/napoletano
4014,Alto Uso,narrare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/narrare
4015,Alto Uso,narrativo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/narrativo
4016,Alto Uso,narratore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/narratore
4017,Alto Uso,narrazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/narrazione
4018,Alto Uso,nasale,1,"agg., s.f., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/nasale
4019,Fondamentale,nascere,,"v.intr., s.m.",,,,,Irr PP: nato,Essere,,http://dizionario.internazionale.it/parola/nascere
4020,Fondamentale,nascita,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nascita
4021,Fondamentale,nascondere,,v.tr.,,,,,Irr PP: nascosto,,,http://dizionario.internazionale.it/parola/nascondere
4022,Alta Disponibilità,nascondiglio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nascondiglio
4023,Alta Disponibilità,nascondino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nascondino
4024,Fondamentale,nascosto,,"p.pass., agg., s.m.",,nascondere,,,,,,http://dizionario.internazionale.it/parola/nascosto
4025,Fondamentale,naso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/naso
4026,Fondamentale,nastro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nastro
4027,Fondamentale,natale,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/natale
4028,Alto Uso,natalizio,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/natalizio
4029,Alto Uso,nato,,"p.pass., agg., s.m.",,nascere,,,,,,http://dizionario.internazionale.it/parola/nato
4030,Fondamentale,natura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/natura
4031,Fondamentale,naturale,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/naturale
4032,Fondamentale,naturalmente,,avv.,,naturale,,,,,,http://dizionario.internazionale.it/parola/naturalmente
4033,Alta Disponibilità,naufragio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/naufragio
4034,Alta Disponibilità,navale,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/navale
4035,Fondamentale,nave,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nave
4036,Alta Disponibilità,navicella,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/navicella
4037,Alto Uso,navigare,,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/navigare
4038,Alto Uso,navigazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/navigazione
4039,Fondamentale,nazionale,,"agg., s.f. e m.",,,,,,,,http://dizionario.internazionale.it/parola/nazionale
4040,Alta Disponibilità,nazionalità,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/nazionalita
4041,Fondamentale,nazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nazione
4042,Alto Uso,nazista,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/nazista
4043,Alta Disponibilità,ndrangheta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/ndrangheta
4044,Fondamentale,ne,1,"pron.pers., avv.",,,Pron. Pers.,,,,,http://dizionario.internazionale.it/parola/ne
4045,Fondamentale,né,,cong.,,,,né … né,,,,http://dizionario.internazionale.it/parola/ne_4
4046,Fondamentale,neanche,,avv.,,,,neanche / nemmeno / neppure,,,,http://dizionario.internazionale.it/parola/neanche
4047,Alto Uso,nebbia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nebbia
4048,Alto Uso,necessariamente,,avv.,,necessario,,,,,,http://dizionario.internazionale.it/parola/necessariamente
4049,Fondamentale,necessario,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/necessario
4050,Fondamentale,necessità,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/necessita
4051,Alto Uso,necessitare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/necessitare
4052,Fondamentale,negare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/negare
4053,Fondamentale,negativo,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/negativo
4054,Alta Disponibilità,negazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/negazione
4055,Alta Disponibilità,negoziante,,"p.pres., s.m. e f.",,negoziare,,,,,,http://dizionario.internazionale.it/parola/negoziante
4056,Fondamentale,negozio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/negozio
4057,Alto Uso,negro,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/negro
4058,Fondamentale,nemico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/nemico
4059,Fondamentale,nemmeno,,avv.,,,,neanche / nemmeno / neppure,,,,http://dizionario.internazionale.it/parola/nemmeno
4060,Alta Disponibilità,neo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/neo
4061,Alto Uso,neonato,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/neonato
4062,Fondamentale,neppure,,avv.,,,,neanche / nemmeno / neppure,,,,http://dizionario.internazionale.it/parola/neppure
4063,Fondamentale,nero,,"agg., s.m.",,,Colors,,,,,http://dizionario.internazionale.it/parola/nero
4064,Alto Uso,nervo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nervo
4065,Alta Disponibilità,nervosismo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nervosismo
4066,Fondamentale,nervoso,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/nervoso
4067,Fondamentale,nessuno,,"agg.indef., pron. indef.m., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/nessuno
4068,Alta Disponibilità,nettare,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nettare
4069,Alto Uso,netto,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/netto
4070,Alto Uso,network,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/network
4071,Alto Uso,neutro,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/neutro
4072,Fondamentale,neve,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/neve
4073,Alta Disponibilità,nevicare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/nevicare
4074,Alto Uso,news,,s.f.pl.,,,,,,,,http://dizionario.internazionale.it/parola/news
4075,Alta Disponibilità,newyorkese,,"agg., s.m. e f.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/newyorkese
4076,Alto Uso,nido,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nido
4077,Fondamentale,niente,,"pron.indef.inv., s.m.inv., agg.inv., avv.",,,,,,,a,http://dizionario.internazionale.it/parola/niente
4078,Fondamentale,nipote,,s.m. e f.,,,Family,,,,,http://dizionario.internazionale.it/parola/nipote
4079,Fondamentale,no,1,"avv., s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/no
4080,Alto Uso,nobile,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/nobile
4081,Alta Disponibilità,nocciola,,"s.f., s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/nocciola
4082,Alta Disponibilità,nocciolina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nocciolina
4083,Alta Disponibilità,nocivo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/nocivo
4084,Alto Uso,nodo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nodo
4085,Fondamentale,noi,,pron.pers. di prima pers.pl.,,,Pron. Pers.,,,,,http://dizionario.internazionale.it/parola/noi
4086,Alto Uso,noia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/noia
4087,Alto Uso,noioso,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/noioso
4088,Alta Disponibilità,noleggiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/noleggiare
4089,Fondamentale,nome,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/nome
4090,Alto Uso,nomina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/nomina
4091,Fondamentale,nominare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/nominare
4092,Fondamentale,non,,avv.,,,,,,,,http://dizionario.internazionale.it/parola/non
4093,Alto Uso,nonché,,cong.,,,,,,,,http://dizionario.internazionale.it/parola/nonche
4094,Fondamentale,nonna,,s.f.,,,Family,,,,,http://dizionario.internazionale.it/parola/nonna
4095,Fondamentale,nonno,,s.m.,,,Family,,,,,http://dizionario.internazionale.it/parola/nonno
4096,Alto Uso,nono,,"agg.num.ord., s.m.",,,Numbers,,,,,http://dizionario.internazionale.it/parola/nono
4097,Fondamentale,nonostante,,"prep., cong.",,,,,,,,http://dizionario.internazionale.it/parola/nonostante
4098,Fondamentale,nord,,"s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/nord
4099,Alta Disponibilità,nordamericano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/nordamericano
